id	title	area	description	address	tel	latitude	longitude
648	丸安工業	菊間地区	その他の小売業	愛媛県今治市菊間町浜1480	0898-54-2266	34.042772	132.849382
649	カンナ美容室	菊間地区	洗濯・理容・美容・浴場業	愛媛県今治市菊間町浜619	0898-54-3645	34.035062	132.840105
650	Ａコープおおしま	吉海地区	各種商品小売業	愛媛県今治市吉海町幸新田256-1	0897-84-2751	34.142641	133.040148
651	ファッションパーク　ヒラタ	吉海地区	織物・衣服・身の回り品小売業	愛媛県今治市吉海町名32	0897-84-4200	34.140811	133.040137
652	ファミリーマート大島吉海店	吉海地区	飲食料品小売業	愛媛県今治市吉海町八幡164	0897-74-9001	34.144574	133.042636
653	エディオン愛媛大島店	吉海地区	機械器具小売業	愛媛県今治市吉海町仁江3154	0897-84-2688	34.14768	133.04953
654	㈲大谷石油	吉海地区	その他の小売業	愛媛県今治市吉海町仁江96-1	0897-84-2829	34.146961	133.048488
655	くすりのレデイ　大島店	吉海地区	その他の小売業	愛媛県今治市吉海町八幡198-1	0897-74-0331	34.142233	133.041626
656	㈱コメリ　ハード＆グリーン吉海店	吉海地区	その他の小売業	愛媛県今治市吉海町仁江84-1	0897-74-0301	34.146983	133.045905
657	ＪＡグリーンしまなみ大島	吉海地区	その他の小売業	愛媛県今治市吉海町幸新田256-1	0897-84-2013	34.142641	133.040148
658	西原電器店	吉海地区	その他の小売業	愛媛県今治市吉海町八幡28	0897-84-3801	34.147933	133.044117
659	㈱藤岡商店	吉海地区	その他の小売業	愛媛県今治市吉海町幸新田172	0897-84-2219	34.148424	133.041956
660	ホームセンター　フジオカ	吉海地区	その他の小売業	愛媛県今治市吉海町名3148-1	0897-84-3511	34.133084	133.038423
661	丸益薬局	吉海地区	その他の小売業	愛媛県今治市吉海町八幡58-3	0897-84-4560	34.146427	133.044669
662	メガネのアイワ	吉海地区	その他の小売業	愛媛県今治市吉海町八幡133-2	0897-84-4447	34.145763	133.043722
663	矢野コンタクト	吉海地区	その他の小売業	愛媛県今治市吉海町八幡218-1	0897-84-3400	34.144516	133.043397
664	吉海給油所	吉海地区	その他の小売業	愛媛県今治市吉海町幸新田256-1	0897-84-2052	34.142641	133.040148
665	吉海渡辺石油㈱	吉海地区	その他の小売業	愛媛県今治市吉海町名18	0897-84-2387	34.141216	133.040703
666	海宿　千年松	吉海地区	宿泊業	愛媛県今治市吉海町名駒25	0897-84-4192	34.109629	133.022577
667	道の駅　よしうみいきいき館	吉海地区	飲食店	愛媛県今治市吉海町名4520-2	0897-84-3710	34.12747	133.021945
668	よしうみローズ館	吉海地区	飲食店	愛媛県今治市吉海町福田1290	0897-84-2970	34.154737	133.041925
669	株式会社　ムラカミサービス	宮窪地区	機械器具小売業	愛媛県今治市宮窪町宮窪4746	0897-86-2358	34.170802	133.070252
670	大島石油	宮窪地区	その他の小売業	愛媛県今治市宮窪町余所国1369-1	0897-86-3424		
671	宮窪購買店舗	宮窪地区	その他の小売業	愛媛県今治市宮窪町宮窪2781	0897-86-2593	34.174241	133.077023
672	（有）矢野石油	宮窪地区	その他の小売業	愛媛県今治市宮窪町宮窪6063	0897-86-2139	34.176854	133.07594
673	民宿とも	宮窪地区	宿泊業	愛媛県今治市宮窪町友浦891	0897-86-3234	34.152449	133.08129
674	矢野モータース	宮窪地区	自動車整備業	愛媛県今治市宮窪町宮窪5776-2	0897-86-2162	34.176471	133.074871
675	Ａコープはかた	伯方地区	各種商品小売業	愛媛県今治市伯方町木浦甲1685-1	0897-72-2273	34.203908	133.114523
676	伯方ショッピングセンター	伯方地区	各種商品小売業	愛媛県今治市伯方町有津甲71	0897-72-3240		
677	トキワ屋	伯方地区	織物・衣服・身の回り品小売業	愛媛県今治市伯方町木浦甲3449-1	0897-72-1147		
678	ファッションαシライシ	伯方地区	織物・衣服・身の回り品小売業	愛媛県今治市伯方町木浦甲1682-5	0897-72-0251		
679	マルヨシ	伯方地区	織物・衣服・身の回り品小売業	愛媛県今治市伯方町木浦甲1571-1	0897-72-1555		
680	村上衣料店	伯方地区	織物・衣服・身の回り品小売業	愛媛県今治市伯方町有津甲2310-12	0897-72-0537		
681	びぜんや	伯方地区	飲食料品小売業	愛媛県今治市伯方町木浦甲2731	0897-72-0518		
682	福助製菓	伯方地区	飲食料品小売業	愛媛県今治市伯方町北浦甲1481-2	0897-73-0147		
683	(有)ミート山岡	伯方地区	飲食料品小売業	愛媛県今治市伯方町木浦甲1679	0897-72-0112		
684	ヤマショウ商店	伯方地区	飲食料品小売業	愛媛県今治市伯方町木浦甲1567-1	0897-72-0052		
685	ローソン伯方島インター店	伯方地区	飲食料品小売業	愛媛県今治市伯方町叶浦甲1361-1	0897-72-2545		
686	織田デンキ	伯方地区	機械器具小売業	愛媛県今治市伯方町木浦甲4525-6	0897-72-1390		
687	村上時計電気店	伯方地区	機械器具小売業	愛媛県今治市伯方町木浦甲4630-2	0897-72-0393		
688	渡邊電気商会	伯方地区	機械器具小売業	愛媛県今治市伯方町伊方甲1828-1	0897-73-0804		
689	いろは書店	伯方地区	その他の小売業	愛媛県今治市伯方町有津甲2322	0897-72-2650	34.203289	133.093617
690	かじや店	伯方地区	その他の小売業	愛媛県今治市伯方町木浦甲1506	0897-72-0108		
691	木浦給油所	伯方地区	その他の小売業	愛媛県今治市伯方町木浦4637-3	0897-72-2897	34.204619	133.116864
692	グリーン薬局	伯方地区	その他の小売業	愛媛県今治市伯方町木浦甲3448-1	0897-72-1521		
693	ザグザグ伯方店	伯方地区	その他の小売業	愛媛県今治市伯方町叶浦甲1666-1	0897-74-9700	34.207988	133.072966
694	ＪＡグリーンしまなみ伯方	伯方地区	その他の小売業	愛媛県今治市伯方町木浦甲1636-2	0897-72-0908		
695	(有)大喜	伯方地区	その他の小売業	愛媛県今治市伯方町叶浦甲166-28	0897-72-2938		
696	松本薬局	伯方地区	その他の小売業	愛媛県今治市伯方町木浦甲3430	0897-72-2569		
697	料理旅館せと	伯方地区	宿泊業	愛媛県今治市伯方町有津甲1857	0897-72-0946		
698	お好み焼き　たんぽぽ	伯方地区	飲食店	愛媛県今治市伯方町有津甲2325	0897-72-1908		
699	お好み焼 鉄板焼き　風	伯方地区	飲食店	愛媛県今治市伯方町叶浦甲1667-5	0897-74-0053		
700	道の駅伯方Ｓ・Ｃパークマリンオアシスはかた	伯方地区	飲食店	愛媛県今治市伯方町叶浦甲1668-1	0897-72-3300		
701	カットハウス　ニコル	伯方地区	洗濯・理容・美容・浴場業	愛媛県今治市伯方町有津甲1560	0897-72-2491		
702	山岡クリーニング店	伯方地区	洗濯・理容・美容・浴場業	愛媛県今治市伯方町木浦甲1680-3	0897-72-0988		
703	山岡クリーニング伯方店	伯方地区	洗濯・理容・美容・浴場業	愛媛県今治市伯方町有津甲71	0897-72-2565		
704	伯方オート商会	伯方地区	自動車整備業	愛媛県今治市伯方町伊方甲731-3	090-6881-6418		
705	株式会社伯方ダイハツ	伯方地区	自動車整備業	愛媛県今治市伯方町伊方甲1020-2	0897-73-1111		
706	Ａコープかみうら	上浦地区	各種商品小売業	愛媛県今治市上浦町井口5311-1	0897-87-4300	34.26824	133.040115
707	サンモール	上浦地区	織物・衣服・身の回り品小売業	愛媛県今治市上浦町井口5663	0897-87-3666	34.266299	133.038937
708	にしはら寝装	上浦地区	織物・衣服・身の回り品小売業	愛媛県今治市上浦町井口6021	0897-87-2158	34.263632	133.034132
709	ショッピングストアーおち	上浦地区	飲食料品小売業	愛媛県今治市上浦町井口6666	0897-87-2026	34.26276	133.041304
710	ファミリーマート多々羅大橋前店	上浦地区	飲食料品小売業	愛媛県今治市上浦町井口7425-1	0897-87-4010	34.258075	133.05118
711	ボッコ製菓	上浦地区	飲食料品小売業	愛媛県今治市上浦町井口5814	0897-87-2855	34.265824	133.039362
712	ＳＳＧ大三島店	上浦地区	機械器具小売業	愛媛県今治市上浦町井口6020	0897-87-2030	34.263474	133.034196
713	上浦電業	上浦地区	機械器具小売業	愛媛県今治市上浦町瀬戸2390	0897-87-3348	34.22621	133.052065
714	タイセイ電化	上浦地区	機械器具小売業	愛媛県今治市上浦町井口5821	0897-87-3166	34.265629	133.039465
715	㈲越智巧商店	上浦地区	その他の小売業	愛媛県今治市上浦町井口6656	0897-87-2015	34.263269	133.040873
716	上浦給油所	上浦地区	その他の小売業	愛媛県今治市上浦町井口5311-1	0897-87-4315	34.26824	133.040115
717	上浦ハート薬局	上浦地区	その他の小売業	愛媛県今治市上浦町井口5297-1	0897-74-0630	34.268101	133.04062
718	コスモヴァンヴェール大三島ＳＳ	上浦地区	その他の小売業	愛媛県今治市上浦町井口5284-1	0897-87-4000	34.268379	133.041526
719	盛購買店舗	上浦地区	その他の小売業	愛媛県今治市上浦町盛2244-1	0897-87-2780	34.293761	133.026318
720	ＪＡグリーンしまなみ上浦	上浦地区	その他の小売業	愛媛県今治市上浦町井口5311-1	0897-87-2914	34.26824	133.040115
721	民宿・レストラン　珈里葡	上浦地区	宿泊業	愛媛県今治市上浦町井口5732	0897-87-2874	34.265504	133.041845
722	CountryTime～カントリータイム～	上浦地区	飲食店	愛媛県今治市上浦町井口5483-2	0897-72-8800	34.263794	133.03428
723	道の駅多々羅しまなみ公園	上浦地区	飲食店	愛媛県今治市上浦町井口9180-2	0897-87-3866	34.254898	133.054391
724	赤宗理容院・サフラン美容室	上浦地区	洗濯・理容・美容・浴場業	愛媛県今治市上浦町井口5812	0897-87-2426	34.26596	133.03909
725	イズム　ヘア　スタジオ	上浦地区	洗濯・理容・美容・浴場業	愛媛県今治市上浦町井口5789-7	0897-87-4107	34.264916	133.041134
726	㈲赤宗商会	上浦地区	自動車整備業	愛媛県今治市上浦町井口5589	0897-87-2170	34.263655	133.036543
727	(株)井上モータース	上浦地区	自動車整備業	愛媛県今治市上浦町瀬戸279	0897-87-2328	34.233981	133.050921
728	島嶼部農機センター	上浦地区	機械等修理業	愛媛県今治市上浦町井口9192	0897-87-2866	34.268995	133.041515
729	Ａコープ大三島店	大三島地区	各種商品小売業	愛媛県今治市大三島町宮浦5367-1	0897-82-0346	34.246337	132.998545
730	かどや商店	大三島地区	織物・衣服・身の回り品小売業	愛媛県今治市大三島町宮浦5626	0897-82-0063	34.247945	132.998268
731	ルフラン	大三島地区	織物・衣服・身の回り品小売業	愛媛県今治市大三島町宮浦5214-3	0897-82-1156	34.245754	132.998976
732	大三島ショッパーズ	大三島地区	飲食料品小売業	愛媛県今治市大三島町宮浦3303-1	0897-82-1747		
733	(有)カナダイ	大三島地区	飲食料品小売業	愛媛県今治市大三島町宮浦5714-3	0897-82-0894	34.247815	132.997129
734	しまなみの駅　御島	大三島地区	飲食料品小売業	愛媛県今治市大三島町宮浦3260	0897-82-0002	34.248962	133.005253
735	宗方丸商店	大三島地区	飲食料品小売業	愛媛県今治市大三島町宗方1466-1	0897-83-0253	34.204484	132.953729
736	(有)村上井盛堂	大三島地区	飲食料品小売業	愛媛県今治市大三島町宮浦5452	0897-82-0029	34.247576	133.000909
737	村上井盛堂神社前店	大三島地区	飲食料品小売業	愛媛県今治市大三島町宮浦5503-1	0897-82-0029	34.248654	133.003203
738	オートパル大三島	大三島地区	機械器具小売業	愛媛県今治市大三島町台334	0897-82-1000	34.240266	132.998382
739	株式会社かんてれびでんき	大三島地区	機械器具小売業	愛媛県今治市大三島町宗方1465	0897-83-0737	34.204448	132.953559
740	岩田屋	大三島地区	その他の小売業	愛媛県今治市大三島町宮浦5600	0897-82-0408	34.248015	132.998918
741	大三島ＬＰガスセンター	大三島地区	その他の小売業	愛媛県今治市大三島町台211	0897-82-0416	34.23921	132.997412
742	岡山購買店舗	大三島地区	その他の小売業	愛媛県今治市大三島町浦戸2-14	0897-83-0033	34.218527	132.96593
743	ＪＡグリーンしまなみ大三島	大三島地区	その他の小売業	愛媛県今治市大三島町台335	0897-82-1200	34.239785	132.998118
744	(有)マーボ	大三島地区	その他の小売業	愛媛県今治市大三島町宮浦5401	0897-82-0728	34.247495	132.998648
745	村上書店	大三島地区	その他の小売業	愛媛県今治市大三島町宮浦5349-1	0897-82-0102	34.246668	132.998329
746	矢野コンタクト	大三島地区	その他の小売業	愛媛県今治市大三島町宮浦5161	0897-82-1650	34.247512	133.000573
747	オーガニックゲストハウス＆カフェ　ＯＨＡＮＡ	大三島地区	宿泊業	愛媛県今治市大三島町宮浦5341	0897-82-0023	34.247293	132.998729
748	cafeつきしろ	大三島地区	飲食店	愛媛県今治市大三島町宮浦5511	0897-72-8530	34.248012	133.00077
749	せとうち茶屋大三島	大三島地区	飲食店	愛媛県今治市大三島町宮浦5119-2	0897-82-0195	34.247737	133.00317
750	並川モータース	大三島地区	自動車整備業	愛媛県今治市大三島町肥海3576	0897-82-0218	34.273862	132.9963
751	関前生活店舗	関前地区	飲食料品小売業	愛媛県今治市関前岡村甲697-17	0897-88-2315	34.184604	132.883759
752	内藤達朗酒店	関前地区	飲食料品小売業	愛媛県今治市関前岡村甲850	0897-88-2105		
753	おおげ購買店舗	関前地区	その他の小売業	愛媛県今治市関前大下甲1930-1	0897-88-2501		
754	ＪＡグリーン関前	関前地区	その他の小売業	愛媛県今治市関前岡村甲697-17	0897-88-2311	34.184604	132.883759
